step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
44,CASH_OUT,419815.35,C1254318669,0.0,0.0,C1506849458,1192784.1,1612599.45,0,0
13,CASH_OUT,185725.09,C90020559,28435.0,0.0,C449932291,1706191.88,1891916.97,0,0
507,CASH_OUT,227304.91,C1775139869,227304.91,0.0,C127797193,80290.25,307595.16,1,0
166,TRANSFER,2611751.15,C1941325567,0.0,0.0,C2118695988,3024058.02,5635809.17,0,0
331,PAYMENT,920.32,C808777935,0.0,0.0,M1202334470,0.0,0.0,0,0
163,CASH_OUT,244276.41,C38372127,157.0,0.0,C545230092,0.0,244276.41,0,0
326,PAYMENT,2332.63,C1111624726,31.0,0.0,M2097831269,0.0,0.0,0,0
206,TRANSFER,144518.53,C2035961837,0.0,0.0,C1122732154,837561.96,982080.49,0,0
14,CASH_OUT,133151.11,C1590175459,60604.0,0.0,C1271864734,107133.0,0.0,0,0
301,CASH_OUT,195131.87,C83659398,10958.0,0.0,C705088936,52530.65,247662.52,0,0
179,CASH_OUT,34155.85,C1484224380,0.0,0.0,C883652311,38540.28,72696.12,0,0
279,CASH_OUT,54759.43,C1779303033,4800.0,0.0,C1260807354,540339.15,595098.57,0,0
36,PAYMENT,14776.69,C1023948511,62504.38,47727.68,M2133963849,0.0,0.0,0,0
19,PAYMENT,8777.03,C1994204970,20797.0,12019.97,M1166532666,0.0,0.0,0,0
298,CASH_OUT,2312.66,C1458211353,0.0,0.0,C1360722928,31762.05,34074.71,0,0
302,CASH_OUT,243272.47,C1241862936,320444.0,77171.53,C1430477015,359912.92,603185.39,0,0
226,TRANSFER,138291.37,C1985743321,30413.0,0.0,C1910963690,427043.68,565335.06,0,0
184,TRANSFER,340143.88,C1127405752,3282.0,0.0,C363061169,0.0,553008.39,0,0
277,CASH_OUT,249563.89,C1276273907,35737.89,0.0,C448123957,255995.06,505558.95,0,0
332,PAYMENT,14490.65,C1369042489,0.0,0.0,M1745595913,0.0,0.0,0,0
300,CASH_IN,146222.51,C840748640,99424.0,245646.51,C217357595,344373.74,198151.24,0,0
143,PAYMENT,12672.11,C1248344699,0.0,0.0,M172050372,0.0,0.0,0,0
22,PAYMENT,5599.2,C223232002,9907.0,4307.8,M1887172663,0.0,0.0,0,0
424,CASH_OUT,5475018.52,C145448061,5475018.52,0.0,C1034609594,205724.59,5680743.11,1,0
374,CASH_IN,173475.03,C246213605,206145.0,379620.03,C437613983,5211974.04,5038499.01,0,0
36,PAYMENT,11519.01,C2013798467,5562.0,0.0,M512640446,0.0,0.0,0,0
540,CASH_OUT,332819.79,C2051633832,50692.0,0.0,C1198911758,229805.43,562625.22,0,0
612,PAYMENT,12952.37,C740261660,344476.29,331523.91,M1114178313,0.0,0.0,0,0
271,CASH_OUT,1621056.88,C168076174,1621056.88,0.0,C735369165,511091.84,2132148.72,1,0
142,CASH_OUT,69980.61,C139024294,0.0,0.0,C2001113476,8750717.57,8820698.18,0,0
392,TRANSFER,92001.22,C1206556898,92001.22,0.0,C856589139,0.0,0.0,1,0
13,CASH_IN,21479.21,C839972361,305283.0,326762.21,C1134883945,6574469.98,6552990.77,0,0
298,CASH_IN,61797.31,C376537313,2200089.8,2261887.11,C1685136676,961051.64,899254.33,0,0
567,CASH_OUT,1839972.36,C111188799,1839972.36,0.0,C493262477,172909.36,2012881.72,1,0
307,PAYMENT,15711.12,C1570141192,0.0,0.0,M913046054,0.0,0.0,0,0
9,CASH_OUT,2358.54,C836590290,4034.99,1676.45,C1551726886,3466.0,0.0,0,0
232,TRANSFER,33302.96,C1862192948,33302.96,0.0,C1146085253,0.0,0.0,1,0
374,CASH_OUT,280051.35,C2117037468,0.0,0.0,C1795711854,297243.4,577294.75,0,0
257,TRANSFER,77950.12,C514410833,0.0,0.0,C1446074856,2483812.01,2561762.12,0,0
372,PAYMENT,16479.35,C400209292,0.0,0.0,M1463172000,0.0,0.0,0,0
11,PAYMENT,10614.71,C73488269,0.0,0.0,M45290216,0.0,0.0,0,0
407,DEBIT,2813.45,C1027505221,91258.0,88444.55,C92868048,656546.63,659360.09,0,0
40,PAYMENT,5255.99,C1350508531,0.0,0.0,M2034055070,0.0,0.0,0,0
173,CASH_OUT,8594499.99,C1414061418,8594499.99,0.0,C161212060,188325.81,8782825.8,1,0
158,PAYMENT,11160.3,C1477758927,94559.0,83398.7,M1785909726,0.0,0.0,0,0
404,PAYMENT,2266.36,C1623551768,44365.79,42099.43,M1031979162,0.0,0.0,0,0
156,CASH_OUT,16910.95,C2007453277,0.0,0.0,C2128415145,76791.61,93702.55,0,0
355,CASH_IN,169621.52,C81385211,1389814.53,1559436.06,C113719164,2140804.58,1971183.06,0,0
140,CASH_OUT,241986.57,C605240983,0.0,0.0,C348865221,1301822.76,1543809.33,0,0
617,CASH_OUT,93507.81,C155560785,0.0,0.0,C560679430,100035.04,193542.85,0,0
282,PAYMENT,1229.51,C2111408644,8438.17,7208.66,M313530872,0.0,0.0,0,0
14,TRANSFER,193229.2,C1319404744,236652.04,43422.83,C1870258118,1473795.94,1667025.15,0,0
282,CASH_OUT,250335.6,C2141033867,0.0,0.0,C721283877,1663213.56,1913549.15,0,0
380,CASH_IN,268920.09,C31474302,12611995.95,12880916.04,C1070240722,10903331.47,10634411.38,0,0
630,TRANSFER,728256.03,C586820687,728256.03,0.0,C925691503,0.0,0.0,1,0
154,PAYMENT,17015.22,C2145865839,10924.0,0.0,M565084189,0.0,0.0,0,0
33,CASH_OUT,159880.99,C1380216979,9505.0,0.0,C266018888,6015720.55,6175601.54,0,0
227,CASH_OUT,191552.42,C2128948322,5837.0,0.0,C175908767,56088.08,247640.51,0,0
205,PAYMENT,4472.46,C832764061,11165.0,6692.54,M444435520,0.0,0.0,0,0
373,CASH_OUT,24387.3,C1516550633,0.0,0.0,C1743080728,46885.33,71272.63,0,0
254,CASH_IN,489406.93,C326860794,147163.0,636569.93,C774537030,2062438.73,1573031.81,0,0
185,PAYMENT,10281.34,C739719647,43472.0,33190.66,M472935949,0.0,0.0,0,0
210,PAYMENT,5043.03,C972924065,0.0,0.0,M2044887659,0.0,0.0,0,0
594,TRANSFER,278721.41,C910695173,0.0,0.0,C1950743525,863275.81,1141997.22,0,0
229,CASH_OUT,42464.73,C877174193,0.0,0.0,C1868845293,22425781.3,22468246.02,0,0
33,CASH_OUT,214975.9,C6796051,214975.9,0.0,C677541710,152331.28,374513.69,1,0
694,CASH_OUT,8980853.88,C822799769,8980853.88,0.0,C2068912679,50532.12,9031386.0,1,0
206,CASH_OUT,41128.42,C1881378043,20664.0,0.0,C1141119286,496520.75,537649.18,0,0
298,CASH_OUT,40043.74,C1344634344,40043.74,0.0,C1675764449,1462828.02,1502871.76,1,0
466,CASH_OUT,584376.5,C1961474539,0.0,0.0,C1694111240,2652662.78,3237039.27,0,0
330,PAYMENT,2810.31,C1778114989,58379.0,55568.69,M1590550570,0.0,0.0,0,0
236,PAYMENT,3859.5,C983938943,822.0,0.0,M356078021,0.0,0.0,0,0
613,CASH_OUT,980310.0,C12592309,980310.0,0.0,C1599619333,0.0,980310.0,1,0
299,CASH_OUT,46566.85,C1938237357,4038.0,0.0,C1127998663,56175.42,102742.27,0,0
635,TRANSFER,438394.67,C1982875567,438394.67,0.0,C458044692,0.0,0.0,1,0
254,PAYMENT,5784.96,C274888361,298139.0,292354.04,M1904412063,0.0,0.0,0,0
253,PAYMENT,18937.35,C707553245,20728.0,1790.65,M1756372895,0.0,0.0,0,0
163,PAYMENT,9754.64,C2103215575,0.0,0.0,M2131042900,0.0,0.0,0,0
34,CASH_OUT,428239.03,C1057589740,428239.03,0.0,C511164301,293130.02,1456009.92,1,0
533,CASH_OUT,1303029.52,C393618449,1303029.52,0.0,C1976403391,522143.94,1825173.47,1,0
149,TRANSFER,155534.95,C1706545542,155534.95,0.0,C2068537951,0.0,0.0,1,0
251,CASH_OUT,141912.05,C1466459116,0.0,0.0,C1197438846,3634616.7,3776528.75,0,0
256,PAYMENT,988.46,C1952962764,0.0,0.0,M1692970025,0.0,0.0,0,0
15,CASH_OUT,98860.6,C1038460807,16215.0,0.0,C216148339,2375204.59,2474065.18,0,0
279,CASH_OUT,60867.72,C1594572636,480.0,0.0,C1648110756,31708.43,92576.15,0,0
346,CASH_OUT,32623.73,C1828489877,0.0,0.0,C1160131570,1249764.04,1282387.76,0,0
18,CASH_OUT,296158.26,C1886552206,147665.0,0.0,C1235914809,336004.48,632162.74,0,0
139,CASH_OUT,116958.69,C872181150,10441.0,0.0,C927276325,188604.82,305563.51,0,0
374,PAYMENT,11593.88,C632398624,0.0,0.0,M1213548264,0.0,0.0,0,0
38,CASH_OUT,483789.78,C42230077,0.0,0.0,C1584679361,911550.76,1395340.55,0,0
203,CASH_OUT,86302.55,C1328339025,0.0,0.0,C10225564,194181.93,280484.48,0,0
284,PAYMENT,32001.08,C1062408184,0.0,0.0,M2006731023,0.0,0.0,0,0
309,PAYMENT,14265.74,C1453380727,41516.58,27250.84,M1832761292,0.0,0.0,0,0
690,CASH_IN,572771.3,C864043198,12272.0,585043.3,C871597759,16848.46,0.0,0,0
236,PAYMENT,1663.16,C2038318621,0.0,0.0,M1891517611,0.0,0.0,0,0
20,CASH_IN,149671.65,C1185231406,10941673.91,11091345.56,C1654535936,263999.18,114327.53,0,0
466,TRANSFER,230806.85,C549647828,230806.85,0.0,C13373079,0.0,0.0,1,0
164,TRANSFER,1911316.87,C1337037239,0.0,0.0,C1677024069,2239550.62,5548427.71,0,0
159,CASH_IN,315185.49,C173480590,100635.0,415820.49,C1470978936,0.0,0.0,0,0
159,CASH_IN,110161.84,C24217614,198016.0,308177.84,C1845468387,0.0,0.0,0,0
332,PAYMENT,9514.19,C1344984531,11292.0,1777.81,M1376959668,0.0,0.0,0,0
34,CASH_OUT,100028.16,C1596424533,0.0,0.0,C26341815,781240.43,881268.59,0,0
205,CASH_OUT,9962.48,C1961533524,141413.0,131450.52,C565491377,0.0,9962.48,0,0
329,CASH_IN,73178.16,C1714857560,77893.0,151071.16,C1282950695,325377.2,252199.04,0,0
408,CASH_OUT,262091.33,C2062058711,0.0,0.0,C2107867730,976964.83,1239056.16,0,0
33,CASH_IN,237114.91,C952685031,51598.0,288712.91,C72051474,161861.79,0.0,0,0
401,CASH_IN,62068.45,C1899781116,142.0,62210.45,C212135699,0.0,0.0,0,0
724,TRANSFER,309488.9,C296795076,309488.9,0.0,C658980177,0.0,0.0,1,0
158,TRANSFER,171456.83,C970953721,171456.83,0.0,C574361249,0.0,0.0,1,0
226,CASH_IN,197477.56,C33293116,7585899.11,7783376.67,C139287459,691321.58,674534.43,0,0
233,CASH_IN,133940.94,C846917289,191715.82,325656.76,C1442273129,437142.09,303201.15,0,0
11,CASH_OUT,124588.07,C1793364684,15974.0,0.0,C871434232,0.0,124588.07,0,0
355,CASH_IN,22859.0,C1841281918,108.0,22967.0,C1194612798,1901692.58,1878833.58,0,0
211,CASH_OUT,77724.92,C452605260,39793.0,0.0,C902382898,3289.29,81014.2,0,0
404,PAYMENT,9437.87,C127489475,0.0,0.0,M1966662244,0.0,0.0,0,0
283,CASH_OUT,322794.12,C1569003464,30237.0,0.0,C406655496,73969.58,396763.7,0,0
254,PAYMENT,23411.85,C56253287,10379.0,0.0,M197149716,0.0,0.0,0,0
43,CASH_OUT,113246.21,C1570127521,0.0,0.0,C254546355,9767340.84,9886225.26,0,0
227,CASH_OUT,265474.96,C2140704373,24497.0,0.0,C416691203,0.0,265474.96,0,0
256,TRANSFER,1469054.34,C1942925499,0.0,0.0,C256125761,8147430.22,9527540.82,0,0
274,CASH_OUT,7336.41,C127909760,148535.19,141198.78,C706692169,3813312.82,3820649.23,0,0
140,CASH_OUT,90269.25,C1422027241,0.0,0.0,C1433448253,161942.36,92178.12,0,0
130,CASH_OUT,156393.38,C1583566616,0.0,0.0,C978851511,315906.04,472299.42,0,0
406,PAYMENT,22937.28,C563043706,196664.0,173726.72,M1687504011,0.0,0.0,0,0
57,TRANSFER,354441.19,C829975560,354441.19,0.0,C157107660,0.0,0.0,1,0
208,TRANSFER,63876.14,C457308370,0.0,0.0,C281334249,326388.11,390264.25,0,0
39,PAYMENT,36427.94,C2087846348,0.0,0.0,M1521747300,0.0,0.0,0,0
284,CASH_OUT,118329.18,C1532000641,11627.0,0.0,C805758849,228443.35,346772.53,0,0
646,TRANSFER,10000000.0,C19004745,10399045.08,10399045.08,C1806199534,0.0,0.0,1,1
349,CASH_OUT,252994.91,C1343248988,0.0,0.0,C534836089,1389673.75,1642668.66,0,0
254,CASH_OUT,401802.93,C1891837983,625.0,0.0,C729237485,0.0,401802.93,0,0
135,PAYMENT,6668.35,C506691742,0.0,0.0,M1346014728,0.0,0.0,0,0
257,CASH_OUT,6708.89,C1618025711,24974.0,18265.11,C1897131897,83478.22,166060.84,0,0
138,PAYMENT,15155.79,C2134582400,0.0,0.0,M77397286,0.0,0.0,0,0
235,PAYMENT,22654.25,C933203510,536053.0,513398.75,M99576536,0.0,0.0,0,0
205,TRANSFER,216179.15,C1863683348,216179.15,0.0,C1011918912,0.0,0.0,1,0
370,PAYMENT,3247.95,C2041634760,447.0,0.0,M1183689978,0.0,0.0,0,0
329,PAYMENT,3887.92,C406074102,26090.29,22202.36,M2030974889,0.0,0.0,0,0
355,PAYMENT,4415.82,C1656889826,25957.77,21541.95,M27900862,0.0,0.0,0,0
374,PAYMENT,26727.59,C25661585,0.0,0.0,M2006613195,0.0,0.0,0,0
211,CASH_OUT,45011.55,C28042062,9612.0,0.0,C1874692231,7980825.86,8025837.41,0,0
207,CASH_OUT,27960.23,C1793712760,20539.0,0.0,C813714130,54178.47,82138.7,0,0
394,PAYMENT,14497.31,C1871655082,13825.78,0.0,M317515852,0.0,0.0,0,0
307,TRANSFER,2343696.85,C692748109,2343696.85,0.0,C145912882,0.0,0.0,1,0
233,CASH_OUT,177822.68,C1232999981,107066.0,0.0,C1831203594,1653356.32,1831179.01,0,0
404,PAYMENT,11151.42,C668043581,15723.0,4571.58,M1124011167,0.0,0.0,0,0
233,CASH_OUT,6681.84,C636595091,0.0,0.0,C226352497,766284.42,772966.26,0,0
398,CASH_IN,213466.26,C877383018,512723.81,726190.07,C1702087892,296174.04,82707.78,0,0
346,CASH_IN,321243.21,C1895814814,9106.0,330349.21,C1876700741,0.0,0.0,0,0
18,CASH_IN,31668.12,C456839884,10310.0,41978.12,C456278962,805946.22,975655.8,0,0
253,DEBIT,62537.62,C2129604113,10822.0,0.0,C1306057594,399642.44,462180.06,0,0
210,CASH_OUT,106380.85,C632658500,99532.0,0.0,C617454737,116960.73,223341.58,0,0
189,TRANSFER,279922.32,C1990185058,20618.0,0.0,C1494775359,2393390.52,2673312.83,0,0
8,CASH_OUT,201899.37,C1463384604,0.0,0.0,C1247600089,4874307.49,6965916.76,0,0
254,PAYMENT,24238.63,C932237799,11701.68,0.0,M1698258208,0.0,0.0,0,0
331,CASH_OUT,26428.69,C1734959242,0.0,0.0,C1223322439,1508481.78,1534910.48,0,0
44,CASH_OUT,101769.01,C339039046,0.0,0.0,C945212786,746902.17,848671.18,0,0
169,CASH_OUT,19244.9,C1410307167,19244.9,0.0,C941219258,264512.88,283757.78,1,0
347,CASH_IN,223434.25,C1616531647,106134.0,329568.25,C88417664,106952.76,0.0,0,0
136,PAYMENT,14522.07,C202071177,489319.38,474797.31,M471033283,0.0,0.0,0,0
330,CASH_OUT,125882.05,C1365257962,30893.0,0.0,C2048412485,2020830.27,2146712.32,0,0
308,PAYMENT,13032.16,C450780376,8101.0,0.0,M1242602831,0.0,0.0,0,0
178,CASH_OUT,925579.57,C1205909462,925579.57,0.0,C1728982613,2147930.24,3073509.81,1,0
582,TRANSFER,781988.85,C646587946,781988.85,0.0,C1426895610,0.0,0.0,1,0
314,PAYMENT,5669.98,C1347587110,55145.0,49475.02,M1265761681,0.0,0.0,0,0
209,CASH_OUT,92448.27,C934691962,476.0,0.0,C1358869827,120762.01,213210.28,0,0
262,PAYMENT,3978.57,C962436376,101381.0,97402.43,M1453369936,0.0,0.0,0,0
297,CASH_IN,133719.89,C596045448,4912386.43,5046106.32,C901572403,491822.73,358102.84,0,0
399,PAYMENT,21039.07,C2130108501,0.0,0.0,M640530169,0.0,0.0,0,0
188,PAYMENT,2251.02,C2066119136,0.0,0.0,M209561546,0.0,0.0,0,0
274,CASH_OUT,226554.89,C323630340,375.0,0.0,C79446183,1188874.83,1415429.71,0,0
590,CASH_OUT,74453.73,C200007900,15541.0,0.0,C1752890874,800435.1,874888.82,0,0
258,PAYMENT,44451.04,C1995003086,0.0,0.0,M1838411636,0.0,0.0,0,0
356,CASH_OUT,102054.83,C1958129300,0.0,0.0,C1946418764,1199437.94,1301492.77,0,0
209,PAYMENT,4698.51,C670004119,49763.0,45064.49,M1253018948,0.0,0.0,0,0
72,TRANSFER,8594065.09,C1801750044,8594065.09,0.0,C1420708952,0.0,0.0,1,0
17,PAYMENT,10710.19,C1961318420,202175.0,191464.81,M1584718737,0.0,0.0,0,0
395,CASH_OUT,333148.88,C2000288478,38459.0,0.0,C1350251669,1186749.88,1519898.75,0,0
19,CASH_OUT,222609.78,C1501173600,33073.0,0.0,C1340802423,64038.14,286647.91,0,0
303,CASH_OUT,46661.03,C1141903613,0.0,0.0,C97290604,1054377.52,1101038.55,0,0
130,CASH_IN,149512.14,C14635379,345516.59,495028.73,C1673666771,324628.42,175116.28,0,0
688,CASH_OUT,92680.32,C671299598,0.0,0.0,C309666074,557525.42,650205.74,0,0
302,PAYMENT,11428.03,C1500809434,0.0,0.0,M646640615,0.0,0.0,0,0
351,CASH_OUT,208905.91,C1454800072,0.0,0.0,C1033802544,1464457.79,1673363.7,0,0
398,CASH_OUT,489944.93,C194088609,489944.93,0.0,C1786318719,297207.53,787152.46,1,0
704,CASH_OUT,391855.44,C1221041967,391855.44,0.0,C2055287072,236228.52,628083.96,1,0
161,PAYMENT,23938.56,C1606534371,136370.0,112431.44,M398554247,0.0,0.0,0,0
356,CASH_IN,299054.43,C2028437712,785.0,299839.43,C173950368,1011427.71,712373.28,0,0
403,CASH_IN,108891.04,C1911903332,64053.0,172944.04,C1491561857,777992.59,669101.54,0,0
380,CASH_OUT,105435.9,C486423101,0.0,0.0,C568884855,210998.14,316434.04,0,0
219,TRANSFER,2312944.11,C1091954556,2312944.11,0.0,C2120902044,0.0,0.0,1,0
217,PAYMENT,3373.23,C943203960,20054.0,16680.77,M190619130,0.0,0.0,0,0
684,TRANSFER,474493.7,C1306621988,0.0,0.0,C297531378,3398314.1,3872807.8,0,0
379,TRANSFER,458240.29,C1047246847,136024.0,0.0,C570668175,412430.53,976548.96,0,0
14,CASH_OUT,360973.97,C2047425919,0.0,0.0,C91152114,1161561.69,1559980.6,0,0
355,CASH_OUT,226177.91,C1854005227,0.0,0.0,C1249344935,3165972.46,3392150.37,0,0
257,CASH_IN,147363.59,C1166129354,197025.0,344388.59,C1641358864,8376057.78,8228694.19,0,0
121,TRANSFER,1407592.71,C540858747,55541.64,0.0,C936564798,3091596.8,4499189.52,0,0
228,TRANSFER,1131250.12,C1720493241,1072.0,0.0,C2106740657,0.0,1131250.12,0,0
402,CASH_IN,288286.34,C1974220995,19598.0,307884.34,C1494743818,486464.86,198178.52,0,0
203,CASH_IN,39729.08,C1676895647,6360330.11,6400059.19,C1793288038,1098197.02,1058467.93,0,0
189,PAYMENT,4463.3,C685038424,0.0,0.0,M1018970250,0.0,0.0,0,0
17,CASH_OUT,200075.06,C978581981,0.0,0.0,C1566849174,440013.34,712481.16,0,0
133,CASH_OUT,166154.22,C2011906985,0.0,0.0,C1248839266,938439.45,1104593.67,0,0
15,CASH_OUT,143420.74,C1485020419,69060.06,0.0,C646957578,4072187.32,4215608.07,0,0
158,PAYMENT,12021.05,C1588354659,200135.0,188113.95,M2079609905,0.0,0.0,0,0
542,PAYMENT,11185.66,C418351761,86254.64,75068.98,M1695995915,0.0,0.0,0,0
369,CASH_OUT,168806.64,C1592467736,26997.0,0.0,C1579405130,17422.36,186229.0,0,0
331,CASH_OUT,14587.85,C1593893267,8345.0,0.0,C2103069560,0.0,0.0,0,0
651,TRANSFER,2935952.76,C135132555,2935952.76,0.0,C409217818,0.0,0.0,1,0
237,CASH_IN,69309.56,C1431827961,217173.0,286482.56,C255594275,222423.01,153113.45,0,0
62,TRANSFER,407833.62,C1585122257,407833.62,0.0,C645113065,0.0,0.0,1,0
213,CASH_OUT,33414.36,C1000036527,24180.0,0.0,C1965413720,568256.0,601670.36,0,0
346,TRANSFER,3209420.44,C1028032977,0.0,0.0,C787530273,14795485.42,18004905.87,0,0
209,PAYMENT,4089.61,C2053426445,30148.0,26058.39,M1038643704,0.0,0.0,0,0
185,CASH_OUT,182610.39,C445938922,10068.0,0.0,C1436697262,1362931.29,1545541.67,0,0
311,PAYMENT,683.72,C413399564,274.0,0.0,M463009210,0.0,0.0,0,0
427,TRANSFER,59749.28,C1200211692,59749.28,0.0,C1441368122,0.0,0.0,1,0
257,CASH_OUT,349500.28,C1673937029,122443.0,0.0,C1417729679,373899.73,723400.0,0,0
225,PAYMENT,9344.05,C1880442594,392.0,0.0,M2090102016,0.0,0.0,0,0
330,CASH_IN,119250.84,C1369682259,1828886.87,1948137.71,C1118959972,734808.27,615557.43,0,0
188,CASH_IN,94143.3,C520470687,7360625.94,7454769.24,C433040341,609234.22,515090.92,0,0
619,CASH_OUT,119728.22,C637328139,0.0,0.0,C123170564,983430.14,1103158.36,0,0
489,TRANSFER,101081.12,C289774611,101081.12,0.0,C359505480,0.0,0.0,1,0
355,CASH_OUT,883366.69,C149173089,883366.69,0.0,C504582825,2029536.87,2912903.56,1,0
9,CASH_IN,396615.55,C1715504020,92182.0,488797.55,C1573609142,158511.62,0.0,0,0
241,TRANSFER,989966.55,C351713185,989966.55,0.0,C775439776,0.0,0.0,1,0
487,TRANSFER,1610110.66,C56372848,1610110.66,0.0,C583505603,0.0,0.0,1,0
692,CASH_OUT,46072.33,C1532133480,46072.33,0.0,C1174357565,813867.62,859939.95,1,0
275,TRANSFER,497949.78,C14320596,0.0,0.0,C794914894,1892286.56,2390236.34,0,0
308,CASH_IN,53972.09,C462133921,3937566.0,3991538.09,C85754794,1295491.52,1241519.44,0,0
283,CASH_OUT,85096.59,C2034710230,0.0,0.0,C299526132,191507.29,276603.88,0,0
136,TRANSFER,199878.85,C652728063,199878.85,0.0,C1111932941,0.0,0.0,1,0
718,CASH_OUT,10000000.0,C1049094143,10000000.0,0.0,C1023840891,2517892.18,12517892.18,1,0
594,CASH_OUT,46208.94,C1189926503,102985.0,56776.06,C2141979445,0.0,46208.94,0,0
164,PAYMENT,25763.69,C949787816,15858.0,0.0,M139857681,0.0,0.0,0,0
336,CASH_IN,121209.73,C578952604,8782402.87,8903612.61,C1662187687,1827567.64,1706357.91,0,0
253,TRANSFER,744520.66,C1411560039,0.0,0.0,C352390088,1775096.74,2519617.41,0,0
234,CASH_OUT,68401.79,C6753509,0.0,0.0,C938182311,5260030.18,5328431.97,0,0
137,CASH_OUT,162666.04,C1639128801,20025.0,0.0,C1465331252,0.0,162666.04,0,0
210,CASH_OUT,16984.37,C1653503860,355021.0,338036.63,C1567178668,351992.35,368976.72,0,0
133,CASH_IN,85340.19,C181962744,7044.0,92384.19,C1122429138,21784.54,0.0,0,0
182,CASH_OUT,166323.01,C1095268826,166323.01,0.0,C1721762273,0.0,166323.01,1,0
332,CASH_OUT,179966.97,C485566827,210218.61,30251.64,C519829628,2161026.44,2340993.41,0,0
204,CASH_OUT,339404.19,C319339133,14070.96,0.0,C96791262,7032489.99,7371894.17,0,0
132,CASH_OUT,75363.35,C1321946244,199866.0,124502.65,C1447510206,208928.69,408665.82,0,0
94,PAYMENT,2620.61,C2076757002,19840.0,17219.39,M1237952273,0.0,0.0,0,0
234,CASH_OUT,390488.5,C1345401574,0.0,0.0,C1524916989,1078527.13,1469015.63,0,0
35,CASH_OUT,3606943.31,C1011490419,3606943.31,0.0,C1919783086,0.0,3606943.31,1,0
647,CASH_OUT,1517771.48,C375476201,1517771.48,0.0,C1907987459,161843.29,1679614.77,1,0
533,CASH_OUT,18042.11,C473271936,18042.11,0.0,C356431385,135951.5,153993.61,1,0
37,CASH_OUT,282639.56,C1281371844,50821.0,0.0,C765454000,906702.42,1189341.98,0,0
349,TRANSFER,707208.62,C2080727348,0.0,0.0,C1476600264,4375865.41,5083074.03,0,0
371,CASH_OUT,150785.63,C1998207940,31.0,0.0,C1514896989,0.0,150785.63,0,0
673,CASH_OUT,888905.27,C1419832653,888905.27,0.0,C471935282,220392.44,1109297.71,1,0
324,CASH_IN,109483.89,C1956427956,12172031.96,12281515.85,C1306281996,109576.77,92.87,0,0
42,TRANSFER,262543.27,C483396507,0.0,0.0,C1422584540,1658647.39,1921190.66,0,0
159,CASH_OUT,290853.73,C1712233233,14591.0,0.0,C943087825,289390.77,580244.5,0,0
399,TRANSFER,1151797.61,C219883414,0.0,0.0,C1741187453,8164981.41,9316779.02,0,0
299,CASH_OUT,465540.16,C2014639380,0.0,0.0,C478084138,1548825.9,2014366.06,0,0
232,PAYMENT,10600.95,C1662293931,147.0,0.0,M241773486,0.0,0.0,0,0
279,CASH_OUT,174536.02,C190344043,0.0,0.0,C1358630284,199962.27,374498.29,0,0
14,TRANSFER,2093951.47,C1374377088,2093951.47,0.0,C207611232,0.0,0.0,1,0
234,CASH_OUT,106094.59,C1695846968,0.0,0.0,C442677596,2554928.36,2661022.95,0,0
297,CASH_IN,483743.12,C1720146713,534021.0,1017764.12,C2135406237,1995877.64,1512134.52,0,0
8,CASH_OUT,68721.65,C543545878,2412041.49,2343319.85,C1298314970,221821.15,0.0,0,0
20,CASH_OUT,16614.82,C530844914,16614.82,0.0,C1614121155,904409.29,921024.11,1,0
250,CASH_OUT,310716.29,C1534822905,11155.0,0.0,C1201672271,6384299.07,6695015.35,0,0
327,CASH_IN,15769.01,C1909847458,430.0,16199.01,C2063076794,0.0,0.0,0,0
268,CASH_OUT,1070857.97,C1513064965,1070857.97,0.0,C1686203571,0.0,1070857.97,1,0
404,CASH_OUT,373322.87,C1753472917,373322.87,0.0,C101978061,112234.04,485556.91,1,0
502,CASH_OUT,73051.02,C257009232,73051.02,0.0,C2051261530,6049.33,79100.35,1,0
349,CASH_IN,126701.57,C1183125470,76849.0,203550.57,C1612104017,0.0,0.0,0,0
12,TRANSFER,1558494.1,C1831096654,31324.0,0.0,C842110560,518282.24,2064513.95,0,0
259,CASH_IN,13064.73,C491594356,17912.0,30976.73,C1212628590,0.0,0.0,0,0
215,CASH_OUT,319887.08,C765034168,319887.08,0.0,C523904186,1373212.48,1693099.57,1,0
590,CASH_IN,94447.3,C1596726663,6119090.29,6213537.59,C376660358,270236.89,175789.59,0,0
259,PAYMENT,9705.69,C390823419,168189.22,158483.53,M465612313,0.0,0.0,0,0
299,PAYMENT,14252.35,C189051495,0.0,0.0,M1616839047,0.0,0.0,0,0
8,CASH_IN,73722.49,C860780089,6759283.71,6833006.21,C1210002123,763286.15,866080.52,0,0
279,TRANSFER,737016.55,C798092231,105024.0,0.0,C864526509,92784.17,829800.72,0,0
617,PAYMENT,2649.75,C24120810,0.0,0.0,M693515996,0.0,0.0,0,0
329,PAYMENT,50863.64,C723652067,202594.0,151730.36,M435605868,0.0,0.0,0,0
356,PAYMENT,21619.36,C1834481795,260339.0,238719.64,M604632040,0.0,0.0,0,0
326,PAYMENT,10361.36,C1652562110,20895.0,10533.64,M977910087,0.0,0.0,0,0
161,PAYMENT,4679.0,C1132964596,43397.84,38718.83,M1231730754,0.0,0.0,0,0
719,TRANSFER,1842163.57,C445994670,1842163.57,0.0,C2123813082,0.0,0.0,1,0
